split,case_index,step,prefix_size,target_slot,argmax_output,selected_rows,selected_components,source_components,source_component_sizes
arc-gen,243,0,0,0,argmax_1039,[387],[1],[1],[261]
arc-gen,243,1,1,1,argmax_1098,[685],[2],[2],[261]
arc-gen,243,2,2,2,argmax_1157,[117],[0],[0],[261]
arc-gen,243,3,3,3,argmax_1216,[885],[3],[3],[261]
arc-gen,243,4,4,4,argmax_1275,[0],[0],[0],[261]
arc-gen,244,0,0,0,argmax_1039,[918],[3],[3],[261]
arc-gen,244,1,1,1,argmax_1098,[59],[0],[0],[261]
arc-gen,244,2,2,2,argmax_1157,[384],[1],[1],[261]
arc-gen,244,3,3,3,argmax_1216,[659],[2],[2],[261]
arc-gen,244,4,4,4,argmax_1275,[0],[0],[0],[261]
arc-gen,245,0,0,0,argmax_1039,[385],[1],[1],[261]
arc-gen,245,1,1,1,argmax_1098,[602],[2],[2],[261]
arc-gen,245,2,2,2,argmax_1157,[95],[0],[0],[261]
arc-gen,245,3,3,3,argmax_1216,[0],[0],[0],[261]
arc-gen,245,4,4,4,argmax_1275,[0],[0],[0],[261]
arc-gen,246,0,0,0,argmax_1039,[651],[2],[2],[261]
arc-gen,246,1,1,1,argmax_1098,[336],[1],[1],[261]
arc-gen,246,2,2,2,argmax_1157,[87],[0],[0],[261]
arc-gen,246,3,3,3,argmax_1216,[0],[0],[0],[261]
arc-gen,246,4,4,4,argmax_1275,[0],[0],[0],[261]
arc-gen,247,0,0,0,argmax_1039,[341],[1],[1],[261]
arc-gen,247,1,1,1,argmax_1098,[68],[0],[0],[261]
arc-gen,247,2,2,2,argmax_1157,[603],[2],[2],[261]
arc-gen,247,3,3,3,argmax_1216,[0],[0],[0],[261]
arc-gen,247,4,4,4,argmax_1275,[0],[0],[0],[261]
arc-gen,248,0,0,0,argmax_1039,[604],[2],[2],[261]
arc-gen,248,1,1,1,argmax_1098,[331],[1],[1],[261]
arc-gen,248,2,2,2,argmax_1157,[62],[0],[0],[261]
arc-gen,248,3,3,3,argmax_1216,[0],[0],[0],[261]
arc-gen,248,4,4,4,argmax_1275,[0],[0],[0],[261]
arc-gen,249,0,0,0,argmax_1039,[631],[2],[2],[261]
arc-gen,249,1,1,1,argmax_1098,[354],[1],[1],[261]
arc-gen,249,2,2,2,argmax_1157,[153],[0],[0],[261]
arc-gen,249,3,3,3,argmax_1216,[0],[0],[0],[261]
arc-gen,249,4,4,4,argmax_1275,[0],[0],[0],[261]
arc-gen,250,0,0,0,argmax_1039,[625],[2],[2],[261]
arc-gen,250,1,1,1,argmax_1098,[100],[0],[0],[261]
arc-gen,250,2,2,2,argmax_1157,[412],[1],[1],[261]
arc-gen,250,3,3,3,argmax_1216,[0],[0],[0],[261]
arc-gen,250,4,4,4,argmax_1275,[0],[0],[0],[261]
arc-gen,251,0,0,0,argmax_1039,[61],[0],[0],[261]
arc-gen,251,1,1,1,argmax_1098,[366],[1],[1],[261]
arc-gen,251,2,2,2,argmax_1157,[626],[2],[2],[261]
arc-gen,251,3,3,3,argmax_1216,[0],[0],[0],[261]
arc-gen,251,4,4,4,argmax_1275,[0],[0],[0],[261]
arc-gen,252,0,0,0,argmax_1039,[662],[2],[2],[261]
arc-gen,252,1,1,1,argmax_1098,[329],[1],[1],[261]
arc-gen,252,2,2,2,argmax_1157,[93],[0],[0],[261]
arc-gen,252,3,3,3,argmax_1216,[0],[0],[0],[261]
arc-gen,252,4,4,4,argmax_1275,[0],[0],[0],[261]
arc-gen,253,0,0,0,argmax_1039,[64],[0],[0],[261]
arc-gen,253,1,1,1,argmax_1098,[340],[1],[1],[261]
arc-gen,253,2,2,2,argmax_1157,[594],[2],[2],[261]
arc-gen,253,3,3,3,argmax_1216,[0],[0],[0],[261]
arc-gen,253,4,4,4,argmax_1275,[0],[0],[0],[261]
arc-gen,254,0,0,0,argmax_1039,[364],[1],[1],[261]
arc-gen,254,1,1,1,argmax_1098,[122],[0],[0],[261]
arc-gen,254,2,2,2,argmax_1157,[635],[2],[2],[261]
arc-gen,254,3,3,3,argmax_1216,[0],[0],[0],[261]
arc-gen,254,4,4,4,argmax_1275,[0],[0],[0],[261]
arc-gen,255,0,0,0,argmax_1039,[367],[1],[1],[261]
arc-gen,255,1,1,1,argmax_1098,[689],[2],[2],[261]
arc-gen,255,2,2,2,argmax_1157,[123],[0],[0],[261]
arc-gen,255,3,3,3,argmax_1216,[0],[0],[0],[261]
arc-gen,255,4,4,4,argmax_1275,[0],[0],[0],[261]
arc-gen,256,0,0,0,argmax_1039,[103],[0],[0],[261]
arc-gen,256,1,1,1,argmax_1098,[658],[2],[2],[261]
arc-gen,256,2,2,2,argmax_1157,[389],[1],[1],[261]
arc-gen,256,3,3,3,argmax_1216,[0],[0],[0],[261]
arc-gen,256,4,4,4,argmax_1275,[0],[0],[0],[261]
arc-gen,257,0,0,0,argmax_1039,[913],[3],[3],[261]
arc-gen,257,1,1,1,argmax_1098,[122],[0],[0],[261]
arc-gen,257,2,2,2,argmax_1157,[658],[2],[2],[261]
arc-gen,257,3,3,3,argmax_1216,[331],[1],[1],[261]
arc-gen,257,4,4,4,argmax_1275,[0],[0],[0],[261]
arc-gen,258,0,0,0,argmax_1039,[596],[2],[2],[261]
arc-gen,258,1,1,1,argmax_1098,[118],[0],[0],[261]
arc-gen,258,2,2,2,argmax_1157,[364],[1],[1],[261]
arc-gen,258,3,3,3,argmax_1216,[858],[3],[3],[261]
arc-gen,258,4,4,4,argmax_1275,[0],[0],[0],[261]
arc-gen,259,0,0,0,argmax_1039,[91],[0],[0],[261]
arc-gen,259,1,1,1,argmax_1098,[891],[3],[3],[261]
arc-gen,259,2,2,2,argmax_1157,[338],[1],[1],[261]
arc-gen,259,3,3,3,argmax_1216,[630],[2],[2],[261]
arc-gen,259,4,4,4,argmax_1275,[0],[0],[0],[261]
arc-gen,260,0,0,0,argmax_1039,[384],[1],[1],[261]
arc-gen,260,1,1,1,argmax_1098,[689],[2],[2],[261]
arc-gen,260,2,2,2,argmax_1157,[93],[0],[0],[261]
arc-gen,260,3,3,3,argmax_1216,[0],[0],[0],[261]
arc-gen,260,4,4,4,argmax_1275,[0],[0],[0],[261]
arc-gen,261,0,0,0,argmax_1039,[384],[1],[1],[261]
arc-gen,261,1,1,1,argmax_1098,[96],[0],[0],[261]
arc-gen,261,2,2,2,argmax_1157,[608],[2],[2],[261]
arc-gen,261,3,3,3,argmax_1216,[0],[0],[0],[261]
arc-gen,261,4,4,4,argmax_1275,[0],[0],[0],[261]
